"subjectIndex","subjectSex","subjectBirth","subjectEdu","time_stamp","subjectStiGroup","block_id","block_type","trial_id","trial_type_num","label_en","shape_en","Vali","match","correctRp","response","rt","acc"
"v010001",1,"1995","硕士",1613892691132,2,5,"test",8,30,"ordinary","square","good","mismatch","m","m","864.6999999999534","1"
"v010001",1,"1995","硕士",1613892693305,2,5,"test",9,30,"good","square","good","match","n","m","715.2000000004191","0"
"v010001",1,"1995","硕士",1613892695330,2,5,"test",10,30,"ordinary","triangle","ordinary","match","n","n","968.8999999999069","1"
"v010001",1,"1995","硕士",1613892697605,2,5,"test",11,30,"ordinary","circular","bad","mismatch","m","m","717.4999999988358","1"
"v010001",1,"1995","硕士",1613892699630,2,5,"test",12,30,"good","circular","bad","mismatch","m","m","1006.8999999985099","1"
"v010001",1,"1995","硕士",1613892737449,2,6,"test",1,31,"ordinary","square","good","mismatch","m","m","785.4999999997672","1"
"v010001",1,"1995","硕士",1613892739541,2,6,"test",2,31,"ordinary","triangle","ordinary","match","n","n","738.9000000003725","1"
"v010001",1,"1995","硕士",1613892741587,2,6,"test",3,31,"ordinary","circular","bad","mismatch","m","m","790.7000000013504","1"
"v010001",1,"1995","硕士",1613892743685,2,6,"test",4,31,"bad","square","good","mismatch","m","m","873.6000000007916","1"
"v010001",1,"1995","硕士",1613892745867,2,6,"test",5,31,"good","triangle","ordinary","mismatch","m","m","713.2999999993481","1"
"v010001",1,"1995","硕士",1613892747888,2,6,"test",6,31,"bad","circular","bad","match","n","n","867.900000001071","1"
"v010001",1,"1995","硕士",1613892750063,2,6,"test",7,31,"bad","triangle","ordinary","mismatch","m","m","718.1999999992549","1"
"v010001",1,"1995","硕士",1613892752089,2,6,"test",8,31,"good","square","good","match","n","n","705","1"
"v010001",1,"1995","硕士",1613892754101,2,6,"test",9,31,"bad","circular","bad","match","n","n","734.9000000013039","1"
"v010001",1,"1995","硕士",1613892756145,2,6,"test",10,31,"good","square","good","match","n","n","770.8000000002794","1"
"v010001",1,"1995","硕士",1613892758221,2,6,"test",11,31,"ordinary","triangle","ordinary","match","n","n","1038.9999999988358","1"
"v010001",1,"1995","硕士",1613892760567,2,6,"test",12,31,"good","circular","bad","mismatch","m","m","933.8999999999069","1"
"v010001",1,"1995","硕士",1613892762808,2,6,"test",1,32,"good","circular","bad","mismatch","m","m","704.4000000006054","1"
"v010001",1,"1995","硕士",1613892764827,2,6,"test",2,32,"good","square","good","match","n","n","633.8000000014435","1"
"v010001",1,"1995","硕士",1613892766769,2,6,"test",3,32,"bad","square","good","mismatch","m","m","671.999999998603","1"
"v010001",1,"1995","硕士",1613892768751,2,6,"test",4,32,"good","triangle","ordinary","mismatch","m","m","665.6999999994878","1"
"v010001",1,"1995","硕士",1613892770726,2,6,"test",5,32,"ordinary","triangle","ordinary","match","n","n","820.5999999991618","1"
"v010001",1,"1995","硕士",1613892772857,2,6,"test",6,32,"good","square","good","match","n","n","726.7000000011176","1"
"v010001",1,"1995","硕士",1613892774895,2,6,"test",7,32,"ordinary","circular","bad","mismatch","m","m","633.7000000004191","1"
"v010001",1,"1995","硕士",1613892776838,2,6,"test",8,32,"bad","circular","bad","match","n","m","700.5000000009313","0"
"v010001",1,"1995","硕士",1613892778846,2,6,"test",9,32,"ordinary","square","good","mismatch","m","m","854.9999999995343","1"
"v010001",1,"1995","硕士",1613892781009,2,6,"test",10,32,"bad","triangle","ordinary","mismatch","m","m","765.0999999986961","1"
"v010001",1,"1995","硕士",1613892783081,2,6,"test",11,32,"ordinary","triangle","ordinary","match","n","n","851.399999999674","1"
"v010001",1,"1995","硕士",1613892785241,2,6,"test",12,32,"bad","circular","bad","match","n","n","772.9999999993015","1"
"v010001",1,"1995","硕士",1613892787323,2,6,"test",1,33,"ordinary","triangle","ordinary","match","n","n","938.2000000006519","1"
"v010001",1,"1995","硕士",1613892789569,2,6,"test",2,33,"bad","circular","bad","match","n","n","765.3000000007451","1"
"v010001",1,"1995","硕士",1613892791644,2,6,"test",3,33,"bad","triangle","ordinary","mismatch","m","m","704.9999999997672","1"
"v010001",1,"1995","硕士",1613892793660,2,6,"test",4,33,"good","circular","bad","mismatch","m","n","781.5000000009313","0"
"v010001",1,"1995","硕士",1613892795751,2,6,"test",5,33,"bad","circular","bad","match","n","m","856.6000000010245","0"
"v010001",1,"1995","硕士",1613892797915,2,6,"test",6,33,"ordinary","circular","bad","mismatch","m","m","841.1000000014901","1"
"v010001",1,"1995","硕士",1613892800066,2,6,"test",7,33,"ordinary","square","good","mismatch","m","m","868.400000001071","1"
"v010001",1,"1995","硕士",1613892802244,2,6,"test",8,33,"good","triangle","ordinary","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892804754,2,6,"test",9,33,"good","square","good","match","n","n","759.7000000006519","1"
"v010001",1,"1995","硕士",1613892806821,2,6,"test",10,33,"ordinary","triangle","ordinary","match","n","n","922.3999999994412","1"
"v010001",1,"1995","硕士",1613892809053,2,6,"test",11,33,"bad","square","good","mismatch","m","n","905.8000000005122","0"
"v010001",1,"1995","硕士",1613892811267,2,6,"test",12,33,"good","square","good","match","n","NA","null","0"
"v010001",1,"1995","硕士",1613892813777,2,6,"test",1,34,"good","square","good","match","n","n","551.7000000001863","1"
"v010001",1,"1995","硕士",1613892815637,2,6,"test",2,34,"good","circular","bad","mismatch","m","m","858.2999999998137","1"
"v010001",1,"1995","硕士",1613892817809,2,6,"test",3,34,"bad","circular","bad","match","n","n","781.600000000326","1"
"v010001",1,"1995","硕士",1613892819899,2,6,"test",4,34,"ordinary","triangle","ordinary","match","n","n","705.7000000004191","1"
"v010001",1,"1995","硕士",1613892821911,2,6,"test",5,34,"ordinary","circular","bad","mismatch","m","m","885.7999999998137","1"
"v010001",1,"1995","硕士",1613892824104,2,6,"test",6,34,"bad","square","good","mismatch","m","m","788.1999999990221","1"
"v010001",1,"1995","硕士",1613892826201,2,6,"test",7,34,"bad","triangle","ordinary","mismatch","m","m","738.100000000326","1"
"v010001",1,"1995","硕士",1613892828248,2,6,"test",8,34,"ordinary","square","good","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892830761,2,6,"test",9,34,"bad","circular","bad","match","n","m","1046.999999998603","0"
"v010001",1,"1995","硕士",1613892833113,2,6,"test",10,34,"good","square","good","match","n","n","693.9999999995343","1"
"v010001",1,"1995","硕士",1613892835119,2,6,"test",11,34,"good","triangle","ordinary","mismatch","m","m","1082.0999999996275","1"
"v010001",1,"1995","硕士",1613892837510,2,6,"test",12,34,"ordinary","triangle","ordinary","match","n","n","870.8999999999069","1"
"v010001",1,"1995","硕士",1613892839691,2,6,"test",1,35,"ordinary","triangle","ordinary","match","n","n","782.100000000326","1"
"v010001",1,"1995","硕士",1613892841780,2,6,"test",2,35,"bad","square","good","mismatch","m","m","1148.9000000001397","1"
"v010001",1,"1995","硕士",1613892844240,2,6,"test",3,35,"bad","triangle","ordinary","mismatch","m","m","906.8999999999069","1"
"v010001",1,"1995","硕士",1613892846456,2,6,"test",4,35,"good","square","good","match","n","n","931.7000000008848","1"
"v010001",1,"1995","硕士",1613892848696,2,6,"test",5,35,"good","square","good","match","n","n","992.8999999992084","1"
"v010001",1,"1995","硕士",1613892851000,2,6,"test",6,35,"good","circular","bad","mismatch","m","m","697.400000001071","1"
"v010001",1,"1995","硕士",1613892853005,2,6,"test",7,35,"ordinary","circular","bad","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892855515,2,6,"test",8,35,"ordinary","triangle","ordinary","match","n","n","655.6999999992549","1"
"v010001",1,"1995","硕士",1613892857478,2,6,"test",9,35,"bad","circular","bad","match","n","n","1029.4000000013039","1"
"v010001",1,"1995","硕士",1613892859815,2,6,"test",10,35,"bad","circular","bad","match","n","n","677.7000000001863","1"
"v010001",1,"1995","硕士",1613892861806,2,6,"test",11,35,"good","triangle","ordinary","mismatch","m","m","1069.9000000003725","1"
"v010001",1,"1995","硕士",1613892864187,2,6,"test",12,35,"ordinary","square","good","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892866696,2,6,"test",1,36,"good","circular","bad","mismatch","m","m","790.8999999999069","1"
"v010001",1,"1995","硕士",1613892868799,2,6,"test",2,36,"ordinary","triangle","ordinary","match","n","m","858.8000000000466","0"
"v010001",1,"1995","硕士",1613892870967,2,6,"test",3,36,"bad","square","good","mismatch","m","m","821.4000000006054","1"
"v010001",1,"1995","硕士",1613892873095,2,6,"test",4,36,"ordinary","circular","bad","mismatch","m","m","967.7000000011176","1"
"v010001",1,"1995","硕士",1613892875374,2,6,"test",5,36,"bad","triangle","ordinary","mismatch","m","m","793.6000000007916","1"
"v010001",1,"1995","硕士",1613892877477,2,6,"test",6,36,"good","square","good","match","n","n","915.3000000005122","1"
"v010001",1,"1995","硕士",1613892879700,2,6,"test",7,36,"ordinary","square","good","mismatch","m","m","919.3999999989755","1"
"v010001",1,"1995","硕士",1613892881931,2,6,"test",8,36,"bad","circular","bad","match","n","m","680.7000000008848","0"
"v010001",1,"1995","硕士",1613892883921,2,6,"test",9,36,"good","square","good","match","n","n","1006.7999999993481","1"
"v010001",1,"1995","硕士",1613892886237,2,6,"test",10,36,"good","triangle","ordinary","mismatch","m","m","695.1999999999534","1"
"v010001",1,"1995","硕士",1613892888238,2,6,"test",11,36,"bad","circular","bad","match","n","n","751.6999999987893","1"
"v010001",1,"1995","硕士",1613892890296,2,6,"test",12,36,"ordinary","triangle","ordinary","match","n","n","819.8000000012107","1"
"v010003",2,"1998","大学",1613894992103,1,0,"prac",1,1,"bad","triangle","bad","match","n","NA","null","0"
"v010003",2,"1998","大学",1613894994611,1,0,"prac",2,1,"good","circular","good","match","n","n","836","1"
"v010003",2,"1998","大学",1613894996751,1,0,"prac",3,1,"ordinary","square","ordinary","match","n","m","598.9999999999709","0"
"v010003",2,"1998","大学",1613894998653,1,0,"prac",4,1,"ordinary","triangle","bad","mismatch","m","NA","null","0"
"v010003",2,"1998","大学",1613895001163,1,0,"prac",5,1,"bad","circular","good","mismatch","m","NA","null","0"
"v010003",2,"1998","大学",1613895003667,1,0,"prac",6,1,"bad","triangle","bad","match","n","n","588","1"
"v010003",2,"1998","大学",1613895005558,1,0,"prac",7,1,"bad","square","ordinary","mismatch","m","m","677","1"
"v010003",2,"1998","大学",1613895007539,1,0,"prac",8,1,"good","circular","good","match","n","n","537","1"
"v010003",2,"1998","大学",1613895009380,1,0,"prac",9,1,"ordinary","square","ordinary","match","n","m","475","0"
"v010003",2,"1998","大学",1613895011160,1,0,"prac",10,1,"good","triangle","bad","mismatch","m","n","348.0000000000291","0"
"v010003",2,"1998","大学",1613895012810,1,0,"prac",11,1,"good","square","ordinary","mismatch","m","n","633","0"
"v010003",2,"1998","大学",1613895014747,1,0,"prac",12,1,"ordinary","circular","good","mismatch","m","m","629.0000000000291","1"
"v010003",2,"1998","大学",1613895055350,1,1,"prac",1,2,"bad","circular","good","mismatch","m","m","947","1"
"v010003",2,"1998","大学",1613895057601,1,1,"prac",2,2,"good","circular","good","match","n","n","476","1"
"v010003",2,"1998","大学",1613895059381,1,1,"prac",3,2,"ordinary","square","ordinary","match","n","m","791","0"
"v010003",2,"1998","大学",1613895061476,1,1,"prac",4,2,"bad","triangle","bad","match","n","m","754","0"
"v010003",2,"1998","大学",1613895063534,1,1,"prac",5,2,"bad","square","ordinary","mismatch","m","m","660","1"
"v010003",2,"1998","大学",1613895065498,1,1,"prac",6,2,"ordinary","triangle","bad","mismatch","m","n","1026","0"
"v010003",2,"1998","大学",1613895067829,1,1,"prac",7,2,"good","triangle","bad","mismatch","m","m","801","1"
"v010003",2,"1998","大学",1613895069933,1,1,"prac",8,2,"ordinary","circular","good","mismatch","m","m","677","1"
"v010003",2,"1998","大学",1613895071914,1,1,"prac",9,2,"bad","triangle","bad","match","n","m","604","0"
"v010003",2,"1998","大学",1613895073820,1,1,"prac",10,2,"ordinary","square","ordinary","match","n","NA","null","0"
"v010003",2,"1998","大学",1613895076324,1,1,"prac",11,2,"good","square","ordinary","mismatch","m","m","722","1"
"v010003",2,"1998","大学",1613895078351,1,1,"prac",12,2,"good","circular","good","match","n","m","814.0000000000582","0"
"v010003",2,"1998","大学",1613895131736,1,1,"prac",1,3,"ordinary","circular","good","mismatch","m","m","723.9999999999418","1"
"v010003",2,"1998","大学",1613895133764,1,1,"prac",2,3,"good","circular","good","match","n","m","411","0"
"v010003",2,"1998","大学",1613895135480,1,1,"prac",3,3,"bad","square","ordinary","mismatch","m","n","756.0000000000582","0"
"v010003",2,"1998","大学",1613895137542,1,1,"prac",4,3,"good","circular","good","match","n","n","714","1"
"v010003",2,"1998","大学",1613895139559,1,1,"prac",5,3,"ordinary","square","ordinary","match","n","m","595","0"
"v010003",2,"1998","大学",1613895141457,1,1,"prac",6,3,"bad","triangle","bad","match","n","n","876","1"
"v010003",2,"1998","大学",1613895143637,1,1,"prac",7,3,"ordinary","square","ordinary","match","n","m","1173","0"
"v010003",2,"1998","大学",1613895146115,1,1,"prac",8,3,"bad","triangle","bad","match","n","m","852","0"
"v010003",2,"1998","大学",1613895148272,1,1,"prac",9,3,"good","triangle","bad","mismatch","m","n","619.9999999999418","0"
"v010003",2,"1998","大学",1613895150196,1,1,"prac",10,3,"good","square","ordinary","mismatch","m","m","678.0000000000582","1"
"v010003",2,"1998","大学",1613895152178,1,1,"prac",11,3,"bad","circular","good","mismatch","m","n","869","0"
"v010003",2,"1998","大学",1613895154350,1,1,"prac",12,3,"ordinary","triangle","bad","mismatch","m","m","1017","1"
"v010003",2,"1998","大学",1613895464097,1,1,"prac",1,4,"bad","triangle","bad","match","n","n","413","1"
"v010003",2,"1998","大学",1613895465816,1,1,"prac",2,4,"good","triangle","bad","mismatch","m","m","536.9999999998836","1"
"v010003",2,"1998","大学",1613895467656,1,1,"prac",3,4,"good","circular","good","match","n","n","301","1"
"v010003",2,"1998","大学",1613895469260,1,1,"prac",4,4,"ordinary","square","ordinary","match","n","n","767","1"
"v010003",2,"1998","大学",1613895471330,1,1,"prac",5,4,"bad","triangle","bad","match","n","m","588","0"
"v010003",2,"1998","大学",1613895473222,1,1,"prac",6,4,"good","circular","good","match","n","n","839.0000000001164","1"
"v010003",2,"1998","大学",1613895475365,1,1,"prac",7,4,"ordinary","circular","good","mismatch","m","m","935","1"
"v010003",2,"1998","大学",1613895477602,1,1,"prac",8,4,"ordinary","square","ordinary","match","n","n","888","1"
"v010003",2,"1998","大学",1613895479795,1,1,"prac",9,4,"good","square","ordinary","mismatch","m","n","713","0"
"v010003",2,"1998","大学",1613895481812,1,1,"prac",10,4,"bad","circular","good","mismatch","m","m","910","1"
"v010003",2,"1998","大学",1613895484024,1,1,"prac",11,4,"bad","square","ordinary","mismatch","m","n","894","0"
"v010003",2,"1998","大学",1613895486221,1,1,"prac",12,4,"ordinary","triangle","bad","mismatch","m","m","1040","1"
"v010003",2,"1998","大学",1613895523498,1,1,"test",1,1,"good","triangle","bad","mismatch","m","m","692","1"
"v010003",2,"1998","大学",1613895525494,1,1,"test",2,1,"ordinary","triangle","bad","mismatch","m","m","616.9999999998836","1"
"v010003",2,"1998","大学",1613895527416,1,1,"test",3,1,"ordinary","square","ordinary","match","n","m","616","0"
"v010003",2,"1998","大学",1613895529334,1,1,"test",4,1,"good","square","ordinary","mismatch","m","m","782","1"
"v010003",2,"1998","大学",1613895531421,1,1,"test",5,1,"good","circular","good","match","n","n","457","1"
"v010003",2,"1998","大学",1613895533183,1,1,"test",6,1,"ordinary","square","ordinary","match","n","m","686","0"
"v010003",2,"1998","大学",1613895535174,1,1,"test",7,1,"ordinary","circular","good","mismatch","m","n","780.9999999998836","0"
"v010003",2,"1998","大学",1613895537257,1,1,"test",8,1,"bad","circular","good","mismatch","m","m","880","1"
"v010003",2,"1998","大学",1613895539440,1,1,"test",9,1,"bad","triangle","bad","match","n","n","869","1"
"v010003",2,"1998","大学",1613895541611,1,1,"test",10,1,"bad","triangle","bad","match","n","m","653.0000000001164","0"
"v010003",2,"1998","大学",1613895543568,1,1,"test",11,1,"bad","square","ordinary","mismatch","m","n","708","0"
"v010003",2,"1998","大学",1613895545581,1,1,"test",12,1,"good","circular","good","match","n","n","482","1"
"v010003",2,"1998","大学",1613895547368,1,1,"test",1,2,"bad","circular","good","mismatch","m","m","769","1"
"v010003",2,"1998","大学",1613895549440,1,1,"test",2,2,"ordinary","triangle","bad","mismatch","m","m","753","1"
"v010003",2,"1998","大学",1613895551495,1,1,"test",3,2,"ordinary","square","ordinary","match","n","n","808","1"
"v010003",2,"1998","大学",1613895553606,1,1,"test",4,2,"ordinary","square","ordinary","match","n","m","620","0"
"v010003",2,"1998","大学",1613895555531,1,1,"test",5,2,"bad","triangle","bad","match","n","n","937","1"
"v010003",2,"1998","大学",1613895557773,1,1,"test",6,2,"good","square","ordinary","mismatch","m","m","652","1"
"v010003",2,"1998","大学",1613895559729,1,1,"test",7,2,"bad","triangle","bad","match","n","n","734","1"
"v010003",2,"1998","大学",1613895561766,1,1,"test",8,2,"ordinary","circular","good","mismatch","m","m","705","1"
"v010003",2,"1998","大学",1613895563776,1,1,"test",9,2,"good","triangle","bad","mismatch","m","n","628.9999999998836","0"
"v010003",2,"1998","大学",1613895565708,1,1,"test",10,2,"bad","square","ordinary","mismatch","m","m","674","1"
"v010003",2,"1998","大学",1613895567685,1,1,"test",11,2,"good","circular","good","match","n","n","507","1"
"v010003",2,"1998","大学",1613895569496,1,1,"test",12,2,"good","circular","good","match","n","m","851.9999999998836","0"
"v010003",2,"1998","大学",1613895571654,1,1,"test",1,3,"ordinary","square","ordinary","match","n","m","557","0"
"v010003",2,"1998","大学",1613895573515,1,1,"test",2,3,"ordinary","square","ordinary","match","n","n","659","1"
"v010003",2,"1998","大学",1613895575477,1,1,"test",3,3,"bad","circular","good","mismatch","m","n","831","0"
"v010003",2,"1998","大学",1613895577611,1,1,"test",4,3,"bad","triangle","bad","match","n","n","753.9999999998836","1"
"v010003",2,"1998","大学",1613895579670,1,1,"test",5,3,"ordinary","triangle","bad","mismatch","m","m","703","1"
"v010003",2,"1998","大学",1613895581676,1,1,"test",6,3,"ordinary","circular","good","mismatch","m","n","738","0"
"v010003",2,"1998","大学",1613895583716,1,1,"test",7,3,"good","circular","good","match","n","n","406","1"
"v010003",2,"1998","大学",1613895585427,1,1,"test",8,3,"good","triangle","bad","mismatch","m","m","752","1"
"v010003",2,"1998","大学",1613895587482,1,1,"test",9,3,"bad","triangle","bad","match","n","n","743","1"
"v010003",2,"1998","大学",1613895589528,1,1,"test",10,3,"bad","square","ordinary","mismatch","m","m","608","1"
"v010003",2,"1998","大学",1613895591439,1,1,"test",11,3,"good","circular","good","match","n","n","584","1"
"v010003",2,"1998","大学",1613895593326,1,1,"test",12,3,"good","square","ordinary","mismatch","m","m","640","1"
"v010003",2,"1998","大学",1613895595273,1,1,"test",1,4,"bad","triangle","bad","match","n","NA","null","0"
"v010003",2,"1998","大学",1613895597778,1,1,"test",2,4,"good","circular","good","match","n","NA","null","0"
"v010003",2,"1998","大学",1613895600283,1,1,"test",3,4,"ordinary","square","ordinary","match","n","NA","null","0"
"v010003",2,"1998","大学",1613895602788,1,1,"test",4,4,"ordinary","square","ordinary","match","n","NA","null","0"
"v010003",2,"1998","大学",1613895605291,1,1,"test",5,4,"good","square","ordinary","mismatch","m","n","550","0"
"v010003",2,"1998","大学",1613895607145,1,1,"test",6,4,"good","circular","good","match","n","n","541.9999999998836","1"
"v010003",2,"1998","大学",1613895608990,1,1,"test",7,4,"good","triangle","bad","mismatch","m","m","935","1"
"v010003",2,"1998","大学",1613895611229,1,1,"test",8,4,"bad","triangle","bad","match","n","n","754","1"
"v010003",2,"1998","大学",1613895613286,1,1,"test",9,4,"ordinary","circular","good","mismatch","m","m","630","1"
"v010003",2,"1998","大学",1613895615220,1,1,"test",10,4,"bad","square","ordinary","mismatch","m","m","619","1"
"v010003",2,"1998","大学",1613895617142,1,1,"test",11,4,"bad","circular","good","mismatch","m","m","706","1"
"v010003",2,"1998","大学",1613895619152,1,1,"test",12,4,"ordinary","triangle","bad","mismatch","m","m","819","1"
"v010003",2,"1998","大学",1613895621275,1,1,"test",1,5,"good","circular","good","match","n","n","495","1"
"v010003",2,"1998","大学",1613895623076,1,1,"test",2,5,"good","square","ordinary","mismatch","m","m","619","1"
"v010003",2,"1998","大学",1613895625000,1,1,"test",3,5,"ordinary","square","ordinary","match","n","m","656","0"
"v010003",2,"1998","大学",1613895626958,1,1,"test",4,5,"ordinary","circular","good","mismatch","m","n","700","0"
"v010003",2,"1998","大学",1613895628961,1,1,"test",5,5,"good","circular","good","match","n","n","604","1"
"v010003",2,"1998","大学",1613895630868,1,1,"test",6,5,"ordinary","triangle","bad","mismatch","m","n","961","0"
"v010003",2,"1998","大学",1613895633133,1,1,"test",7,5,"ordinary","square","ordinary","match","n","m","643","0"
"v010003",2,"1998","大学",1613895635080,1,1,"test",8,5,"bad","square","ordinary","mismatch","m","m","810.0000000001164","1"
"v010003",2,"1998","大学",1613895637194,1,1,"test",9,5,"bad","circular","good","mismatch","m","m","921.9999999998836","1"
"v010003",2,"1998","大学",1613895639419,1,1,"test",10,5,"good","triangle","bad","mismatch","m","n","519","0"
"v010003",2,"1998","大学",1613895641244,1,1,"test",11,5,"bad","triangle","bad","match","n","m","618","0"
"v010003",2,"1998","大学",1613895643166,1,1,"test",12,5,"bad","triangle","bad","match","n","n","680","1"
"v010003",2,"1998","大学",1613895645148,1,1,"test",1,6,"ordinary","triangle","bad","mismatch","m","m","532","1"
"v010003",2,"1998","大学",1613895646983,1,1,"test",2,6,"bad","circular","good","mismatch","m","n","789","0"
"v010003",2,"1998","大学",1613895649076,1,1,"test",3,6,"good","circular","good","match","n","n","579","1"
"v010003",2,"1998","大学",1613895650959,1,1,"test",4,6,"good","circular","good","match","n","n","704","1"
"v010003",2,"1998","大学",1613895652967,1,1,"test",5,6,"bad","square","ordinary","mismatch","m","m","644","1"
"v010003",2,"1998","大学",1613895654914,1,1,"test",6,6,"bad","triangle","bad","match","n","n","776","1"
"v010003",2,"1998","大学",1613895656996,1,1,"test",7,6,"ordinary","circular","good","mismatch","m","m","949","1"
"v010003",2,"1998","大学",1613895659250,1,1,"test",8,6,"good","square","ordinary","mismatch","m","m","684.0000000001164","1"
"v010003",2,"1998","大学",1613895661238,1,1,"test",9,6,"ordinary","square","ordinary","match","n","m","986","0"
"v010003",2,"1998","大学",1613895663529,1,1,"test",10,6,"bad","triangle","bad","match","n","m","663.0000000001164","0"
"v010003",2,"1998","大学",1613895665497,1,1,"test",11,6,"good","triangle","bad","mismatch","m","n","496.9999999998836","0"
"v010003",2,"1998","大学",1613895667297,1,1,"test",12,6,"ordinary","square","ordinary","match","n","n","882","1"
"v010003",2,"1998","大学",1613895706949,1,2,"test",1,7,"bad","square","ordinary","mismatch","m","m","644","1"
"v010003",2,"1998","大学",1613895708898,1,2,"test",2,7,"ordinary","square","ordinary","match","n","m","696","0"
"v010003",2,"1998","大学",1613895710898,1,2,"test",3,7,"bad","triangle","bad","match","n","n","685.0000000001164","1"
"v010003",2,"1998","大学",1613895712885,1,2,"test",4,7,"ordinary","circular","good","mismatch","m","m","615","1"
"v010003",2,"1998","大学",1613895714802,1,2,"test",5,7,"ordinary","square","ordinary","match","n","m","547","0"
"v010003",2,"1998","大学",1613895716651,1,2,"test",6,7,"bad","circular","good","mismatch","m","m","949","1"
"v010003",2,"1998","大学",1613895718903,1,2,"test",7,7,"good","triangle","bad","mismatch","m","n","554.0000000001164","0"
"v010003",2,"1998","大学",1613895720760,1,2,"test",8,7,"good","circular","good","match","n","n","524.9999999998836","1"
"v010003",2,"1998","大学",1613895722588,1,2,"test",9,7,"bad","triangle","bad","match","n","n","769","1"
"v010003",2,"1998","大学",1613895724661,1,2,"test",10,7,"good","square","ordinary","mismatch","m","m","631","1"
"v010003",2,"1998","大学",1613895726596,1,2,"test",11,7,"good","circular","good","match","n","n","614","1"
"v010003",2,"1998","大学",1613895728514,1,2,"test",12,7,"ordinary","triangle","bad","mismatch","m","n","917","0"
"v010003",2,"1998","大学",1613895730734,1,2,"test",1,8,"good","circular","good","match","n","n","582","1"
"v010003",2,"1998","大学",1613895732620,1,2,"test",2,8,"bad","square","ordinary","mismatch","m","n","807","0"
"v010003",2,"1998","大学",1613895734730,1,2,"test",3,8,"bad","circular","good","mismatch","m","NA","null","0"
"v010003",2,"1998","大学",1613895737235,1,2,"test",4,8,"ordinary","circular","good","mismatch","m","m","686","1"
"v010003",2,"1998","大学",1613895739225,1,2,"test",5,8,"good","circular","good","match","n","n","538","1"
"v010003",2,"1998","大学",1613895741067,1,2,"test",6,8,"bad","triangle","bad","match","n","n","806","1"
"v010003",2,"1998","大学",1613895743177,1,2,"test",7,8,"good","triangle","bad","mismatch","m","m","808","1"
"v010003",2,"1998","大学",1613895745290,1,2,"test",8,8,"ordinary","triangle","bad","mismatch","m","m","722","1"
"v010003",2,"1998","大学",1613895747315,1,2,"test",9,8,"ordinary","square","ordinary","match","n","n","828","1"
"v010003",2,"1998","大学",1613895749445,1,2,"test",10,8,"good","square","ordinary","mismatch","m","m","632","1"
"v010003",2,"1998","大学",1613895751381,1,2,"test",11,8,"ordinary","square","ordinary","match","n","m","1027","0"
"v010003",2,"1998","大学",1613895753711,1,2,"test",12,8,"bad","triangle","bad","match","n","n","651","1"
"v010003",2,"1998","大学",1613895755666,1,2,"test",1,9,"bad","triangle","bad","match","n","n","832","1"
"v010003",2,"1998","大学",1613895757801,1,2,"test",2,9,"ordinary","circular","good","mismatch","m","m","684","1"
"v010003",2,"1998","大学",1613895759788,1,2,"test",3,9,"bad","circular","good","mismatch","m","m","597.0000000001164","1"
"v010003",2,"1998","大学",1613895761688,1,2,"test",4,9,"bad","triangle","bad","match","n","n","764.9999999998836","1"
"v010003",2,"1998","大学",1613895763756,1,2,"test",5,9,"good","circular","good","match","n","n","746","1"
"v010003",2,"1998","大学",1613895765805,1,2,"test",6,9,"ordinary","square","ordinary","match","n","m","617","0"
"v010003",2,"1998","大学",1613895767726,1,2,"test",7,9,"good","circular","good","match","n","n","585","1"
"v010003",2,"1998","大学",1613895769614,1,2,"test",8,9,"good","square","ordinary","mismatch","m","m","581","1"
"v010003",2,"1998","大学",1613895771497,1,2,"test",9,9,"bad","square","ordinary","mismatch","m","m","1184","1"
"v010003",2,"1998","大学",1613895773986,1,2,"test",10,9,"ordinary","triangle","bad","mismatch","m","n","812","0"
"v010003",2,"1998","大学",1613895776101,1,2,"test",11,9,"good","triangle","bad","mismatch","m","n","445","0"
"v010003",2,"1998","大学",1613895777850,1,2,"test",12,9,"ordinary","square","ordinary","match","n","n","884","1"
"v010003",2,"1998","大学",1613895780038,1,2,"test",1,10,"good","circular","good","match","n","n","555.9999999998836","1"
"v010003",2,"1998","大学",1613895781900,1,2,"test",2,10,"good","circular","good","match","n","n","458","1"
"v010003",2,"1998","大学",1613895783660,1,2,"test",3,10,"good","triangle","bad","mismatch","m","m","687.0000000001164","1"
"v010003",2,"1998","大学",1613895785650,1,2,"test",4,10,"good","square","ordinary","mismatch","m","m","628.9999999998836","1"
"v010003",2,"1998","大学",1613895787582,1,2,"test",5,10,"ordinary","circular","good","mismatch","m","m","824.9999999998836","1"
"v010003",2,"1998","大学",1613895789709,1,2,"test",6,10,"bad","circular","good","mismatch","m","n","718","0"
"v010003",2,"1998","大学",1613895791730,1,2,"test",7,10,"ordinary","square","ordinary","match","n","n","1147","1"
"v010003",2,"1998","大学",1613895794181,1,2,"test",8,10,"bad","triangle","bad","match","n","n","729","1"
"v010003",2,"1998","大学",1613895796213,1,2,"test",9,10,"bad","square","ordinary","mismatch","m","m","785","1"
