"subj_idx","sex","age","edu","block_id","block_type","trial_id","trial_type_num","label_en","shape_en","valence","match","correctRp","response","rt","acc"
"v010007","female",24,"大学",5,"test",10,29,"good","circular","bad","mismatch","m","m","657","1"
"v010007","female",24,"大学",5,"test",11,29,"bad","triangle","good","mismatch","m","m","862","1"
"v010007","female",24,"大学",5,"test",12,29,"ordinary","circular","bad","mismatch","m","m","897.9999999997672","1"
"v010007","female",24,"大学",5,"test",1,30,"bad","circular","bad","match","n","m","611.9999999997672","0"
"v010007","female",24,"大学",5,"test",2,30,"bad","triangle","good","mismatch","m","m","760","1"
"v010007","female",24,"大学",5,"test",3,30,"good","circular","bad","mismatch","m","m","768","1"
"v010007","female",24,"大学",5,"test",4,30,"good","triangle","good","match","n","n","543","1"
"v010007","female",24,"大学",5,"test",5,30,"ordinary","square","ordinary","match","n","m","646.0000000002328","0"
"v010007","female",24,"大学",5,"test",6,30,"ordinary","triangle","good","mismatch","m","m","742","1"
"v010007","female",24,"大学",5,"test",7,30,"bad","square","ordinary","mismatch","m","m","732","1"
"v010007","female",24,"大学",5,"test",8,30,"ordinary","circular","bad","mismatch","m","m","645","1"
"v010007","female",24,"大学",5,"test",9,30,"good","square","ordinary","mismatch","m","m","644","1"
"v010007","female",24,"大学",5,"test",10,30,"good","triangle","good","match","n","m","650","0"
"v010007","female",24,"大学",5,"test",11,30,"bad","circular","bad","match","n","n","861","1"
"v010007","female",24,"大学",5,"test",12,30,"ordinary","square","ordinary","match","n","n","794.0000000002328","1"
"v010007","female",24,"大学",6,"test",1,31,"ordinary","square","ordinary","match","n","n","847","1"
"v010007","female",24,"大学",6,"test",2,31,"bad","circular","bad","match","n","n","785.0000000002328","1"
"v010007","female",24,"大学",6,"test",3,31,"bad","triangle","good","mismatch","m","m","662","1"
"v010007","female",24,"大学",6,"test",4,31,"good","triangle","good","match","n","n","579","1"
"v010007","female",24,"大学",6,"test",5,31,"good","circular","bad","mismatch","m","m","695","1"
"v010007","female",24,"大学",6,"test",6,31,"ordinary","circular","bad","mismatch","m","m","710","1"
"v010007","female",24,"大学",6,"test",7,31,"ordinary","square","ordinary","match","n","m","531.0000000002328","0"
"v010007","female",24,"大学",6,"test",8,31,"good","square","ordinary","mismatch","m","m","657.9999999997672","1"
"v010007","female",24,"大学",6,"test",9,31,"bad","square","ordinary","mismatch","m","m","664","1"
"v010007","female",24,"大学",6,"test",10,31,"good","triangle","good","match","n","n","560.9999999997672","1"
"v010007","female",24,"大学",6,"test",11,31,"ordinary","triangle","good","mismatch","m","m","782.9999999997672","1"
"v010007","female",24,"大学",6,"test",12,31,"bad","circular","bad","match","n","n","658","1"
"v010007","female",24,"大学",6,"test",1,32,"good","square","ordinary","mismatch","m","m","783","1"
"v010007","female",24,"大学",6,"test",2,32,"bad","circular","bad","match","n","n","905","1"
"v010007","female",24,"大学",6,"test",3,32,"good","triangle","good","match","n","n","727","1"
"v010007","female",24,"大学",6,"test",4,32,"good","circular","bad","mismatch","m","m","777","1"
"v010007","female",24,"大学",6,"test",5,32,"bad","triangle","good","mismatch","m","m","795.9999999997672","1"
"v010007","female",24,"大学",6,"test",6,32,"ordinary","circular","bad","mismatch","m","m","1182","1"
"v010007","female",24,"大学",6,"test",7,32,"bad","circular","bad","match","n","n","877","1"
"v010007","female",24,"大学",6,"test",8,32,"ordinary","square","ordinary","match","n","n","750","1"
"v010007","female",24,"大学",6,"test",9,32,"ordinary","square","ordinary","match","n","n","1058","1"
"v010007","female",24,"大学",6,"test",10,32,"bad","square","ordinary","mismatch","m","m","679","1"
"v010007","female",24,"大学",6,"test",11,32,"ordinary","triangle","good","mismatch","m","m","646.0000000002328","1"
"v010007","female",24,"大学",6,"test",12,32,"good","triangle","good","match","n","n","680","1"
"v010007","female",24,"大学",6,"test",1,33,"bad","square","ordinary","mismatch","m","m","1113.9999999997672","1"
"v010007","female",24,"大学",6,"test",2,33,"ordinary","square","ordinary","match","n","n","905","1"
"v010007","female",24,"大学",6,"test",3,33,"good","square","ordinary","mismatch","m","m","581","1"
"v010007","female",24,"大学",6,"test",4,33,"ordinary","circular","bad","mismatch","m","m","659","1"
"v010007","female",24,"大学",6,"test",5,33,"ordinary","triangle","good","mismatch","m","m","568","1"
"v010007","female",24,"大学",6,"test",6,33,"good","triangle","good","match","n","n","582","1"
"v010007","female",24,"大学",6,"test",7,33,"bad","triangle","good","mismatch","m","m","610","1"
"v010007","female",24,"大学",6,"test",8,33,"bad","circular","bad","match","n","n","527","1"
"v010007","female",24,"大学",6,"test",9,33,"good","triangle","good","match","n","n","685","1"
"v010007","female",24,"大学",6,"test",10,33,"good","circular","bad","mismatch","m","m","757","1"
"v010007","female",24,"大学",6,"test",11,33,"bad","circular","bad","match","n","n","679","1"
"v010007","female",24,"大学",6,"test",12,33,"ordinary","square","ordinary","match","n","n","491","1"
"v010007","female",24,"大学",6,"test",1,34,"good","triangle","good","match","n","n","616","1"
"v010007","female",24,"大学",6,"test",2,34,"ordinary","circular","bad","mismatch","m","m","562","1"
"v010007","female",24,"大学",6,"test",3,34,"bad","circular","bad","match","n","n","626","1"
"v010007","female",24,"大学",6,"test",4,34,"bad","circular","bad","match","n","n","576","1"
"v010007","female",24,"大学",6,"test",5,34,"good","square","ordinary","mismatch","m","m","594.9999999997672","1"
"v010007","female",24,"大学",6,"test",6,34,"ordinary","triangle","good","mismatch","m","m","646","1"
"v010007","female",24,"大学",6,"test",7,34,"good","circular","bad","mismatch","m","m","878","1"
"v010007","female",24,"大学",6,"test",8,34,"bad","triangle","good","mismatch","m","m","746","1"
"v010007","female",24,"大学",6,"test",9,34,"good","triangle","good","match","n","n","652","1"
"v010007","female",24,"大学",6,"test",10,34,"ordinary","square","ordinary","match","n","m","656","0"
"v010007","female",24,"大学",6,"test",11,34,"ordinary","square","ordinary","match","n","m","579","0"
"v010007","female",24,"大学",6,"test",12,34,"bad","square","ordinary","mismatch","m","m","664","1"
"v010007","female",24,"大学",6,"test",1,35,"ordinary","square","ordinary","match","n","n","744","1"
"v010007","female",24,"大学",6,"test",2,35,"bad","square","ordinary","mismatch","m","m","679.9999999997672","1"
"v010007","female",24,"大学",6,"test",3,35,"bad","circular","bad","match","n","n","887","1"
"v010007","female",24,"大学",6,"test",4,35,"bad","circular","bad","match","n","n","683","1"
"v010007","female",24,"大学",6,"test",5,35,"ordinary","triangle","good","mismatch","m","m","713","1"
"v010007","female",24,"大学",6,"test",6,35,"bad","triangle","good","mismatch","m","m","826","1"
"v010007","female",24,"大学",6,"test",7,35,"ordinary","square","ordinary","match","n","n","730","1"
"v010007","female",24,"大学",6,"test",8,35,"good","square","ordinary","mismatch","m","m","722","1"
"v010007","female",24,"大学",6,"test",9,35,"good","circular","bad","mismatch","m","m","848","1"
"v010007","female",24,"大学",6,"test",10,35,"ordinary","circular","bad","mismatch","m","m","1025","1"
"v010007","female",24,"大学",6,"test",11,35,"good","triangle","good","match","n","n","684","1"
"v010007","female",24,"大学",6,"test",12,35,"good","triangle","good","match","n","n","541.0000000002328","1"
"v010007","female",24,"大学",6,"test",1,36,"bad","square","ordinary","mismatch","m","m","473","1"
"v010007","female",24,"大学",6,"test",2,36,"bad","circular","bad","match","n","n","634","1"
"v010007","female",24,"大学",6,"test",3,36,"ordinary","square","ordinary","match","n","m","578","0"
"v010007","female",24,"大学",6,"test",4,36,"good","square","ordinary","mismatch","m","m","599","1"
"v010007","female",24,"大学",6,"test",5,36,"good","triangle","good","match","n","n","457.00000000023283","1"
"v010007","female",24,"大学",6,"test",6,36,"ordinary","circular","bad","mismatch","m","m","592","1"
"v010007","female",24,"大学",6,"test",7,36,"bad","circular","bad","match","n","n","596","1"
"v010007","female",24,"大学",6,"test",8,36,"good","circular","bad","mismatch","m","m","625.9999999997672","1"
"v010007","female",24,"大学",6,"test",9,36,"ordinary","square","ordinary","match","n","n","713","1"
"v010007","female",24,"大学",6,"test",10,36,"good","triangle","good","match","n","n","514","1"
"v010007","female",24,"大学",6,"test",11,36,"bad","triangle","good","mismatch","m","m","488.00000000023283","1"
"v010007","female",24,"大学",6,"test",12,36,"ordinary","triangle","good","mismatch","m","m","767","1"
"v010009","male",26,"硕士",0,"prac",1,1,"good","square","ordinary","mismatch","n","m","625","0"
"v010009","male",26,"硕士",0,"prac",2,1,"good","triangle","good","match","m","m","548","1"
"v010009","male",26,"硕士",0,"prac",3,1,"ordinary","square","ordinary","match","m","n","859","0"
"v010009","male",26,"硕士",0,"prac",4,1,"bad","square","ordinary","mismatch","n","m","892","0"
"v010009","male",26,"硕士",0,"prac",5,1,"bad","triangle","good","mismatch","n","n","884","1"
"v010009","male",26,"硕士",0,"prac",6,1,"ordinary","square","ordinary","match","m","m","1143","1"
"v010009","male",26,"硕士",0,"prac",7,1,"bad","circular","bad","match","m","m","948","1"
"v010009","male",26,"硕士",0,"prac",8,1,"good","triangle","good","match","m","m","891","1"
"v010009","male",26,"硕士",0,"prac",9,1,"ordinary","circular","bad","mismatch","n","n","942","1"
"v010009","male",26,"硕士",0,"prac",10,1,"good","circular","bad","mismatch","n","m","770","0"
"v010009","male",26,"硕士",0,"prac",11,1,"bad","circular","bad","match","m","n","930","0"
"v010009","male",26,"硕士",0,"prac",12,1,"ordinary","triangle","good","mismatch","n","m","797","0"
"v010009","male",26,"硕士",1,"prac",1,2,"bad","triangle","good","mismatch","n","n","662","1"
"v010009","male",26,"硕士",1,"prac",2,2,"good","square","ordinary","mismatch","n","n","849","1"
"v010009","male",26,"硕士",1,"prac",3,2,"bad","square","ordinary","mismatch","n","m","891","0"
"v010009","male",26,"硕士",1,"prac",4,2,"ordinary","square","ordinary","match","m","m","976","1"
"v010009","male",26,"硕士",1,"prac",5,2,"good","triangle","good","match","m","m","724","1"
"v010009","male",26,"硕士",1,"prac",6,2,"ordinary","circular","bad","mismatch","n","n","944","1"
"v010009","male",26,"硕士",1,"prac",7,2,"bad","circular","bad","match","m","m","1154","1"
"v010009","male",26,"硕士",1,"prac",8,2,"good","triangle","good","match","m","m","581","1"
"v010009","male",26,"硕士",1,"prac",9,2,"bad","circular","bad","match","m","n","880","0"
"v010009","male",26,"硕士",1,"prac",10,2,"ordinary","square","ordinary","match","m","n","733","0"
"v010009","male",26,"硕士",1,"prac",11,2,"good","circular","bad","mismatch","n","m","1001","0"
"v010009","male",26,"硕士",1,"prac",12,2,"ordinary","triangle","good","mismatch","n","m","678","0"
"v010009","male",26,"硕士",1,"prac",1,3,"good","circular","bad","mismatch","n","m","492","0"
"v010009","male",26,"硕士",1,"prac",2,3,"ordinary","triangle","good","mismatch","n","n","673","1"
"v010009","male",26,"硕士",1,"prac",3,3,"good","triangle","good","match","m","m","640","1"
"v010009","male",26,"硕士",1,"prac",4,3,"bad","square","ordinary","mismatch","n","n","821","1"
"v010009","male",26,"硕士",1,"prac",5,3,"ordinary","square","ordinary","match","m","m","877","1"
"v010009","male",26,"硕士",1,"prac",6,3,"good","triangle","good","match","m","m","689","1"
"v010009","male",26,"硕士",1,"prac",7,3,"bad","circular","bad","match","m","m","804","1"
"v010009","male",26,"硕士",1,"prac",8,3,"ordinary","square","ordinary","match","m","m","723","1"
"v010009","male",26,"硕士",1,"prac",9,3,"bad","circular","bad","match","m","n","727","0"
"v010009","male",26,"硕士",1,"prac",10,3,"ordinary","circular","bad","mismatch","n","n","884","1"
"v010009","male",26,"硕士",1,"prac",11,3,"bad","triangle","good","mismatch","n","m","858","0"
"v010009","male",26,"硕士",1,"prac",12,3,"good","square","ordinary","mismatch","n","n","950","1"
"v010009","male",26,"硕士",1,"test",1,1,"ordinary","triangle","good","mismatch","n","NA","null","0"
"v010009","male",26,"硕士",1,"test",2,1,"bad","circular","bad","match","m","m","1009","1"
"v010009","male",26,"硕士",1,"test",3,1,"good","circular","bad","mismatch","n","n","967","1"
"v010009","male",26,"硕士",1,"test",4,1,"ordinary","circular","bad","mismatch","n","m","961","0"
"v010009","male",26,"硕士",1,"test",5,1,"bad","square","ordinary","mismatch","n","n","1026","1"
"v010009","male",26,"硕士",1,"test",6,1,"good","square","ordinary","mismatch","n","n","926","1"
"v010009","male",26,"硕士",1,"test",7,1,"ordinary","square","ordinary","match","m","NA","null","0"
"v010009","male",26,"硕士",1,"test",8,1,"good","triangle","good","match","m","m","706","1"
"v010009","male",26,"硕士",1,"test",9,1,"good","triangle","good","match","m","m","698","1"
"v010009","male",26,"硕士",1,"test",10,1,"bad","circular","bad","match","m","n","722","0"
"v010009","male",26,"硕士",1,"test",11,1,"bad","triangle","good","mismatch","n","n","821","1"
"v010009","male",26,"硕士",1,"test",12,1,"ordinary","square","ordinary","match","m","m","953","1"
"v010009","male",26,"硕士",1,"test",1,2,"bad","square","ordinary","mismatch","n","n","924","1"
"v010009","male",26,"硕士",1,"test",2,2,"good","triangle","good","match","m","m","782","1"
"v010009","male",26,"硕士",1,"test",3,2,"ordinary","circular","bad","mismatch","n","n","746","1"
"v010009","male",26,"硕士",1,"test",4,2,"ordinary","triangle","good","mismatch","n","m","712","0"
"v010009","male",26,"硕士",1,"test",5,2,"ordinary","square","ordinary","match","m","m","789","1"
"v010009","male",26,"硕士",1,"test",6,2,"good","square","ordinary","mismatch","n","n","956","1"
"v010009","male",26,"硕士",1,"test",7,2,"good","triangle","good","match","m","m","758","1"
"v010009","male",26,"硕士",1,"test",8,2,"bad","circular","bad","match","m","n","731","0"
"v010009","male",26,"硕士",1,"test",9,2,"bad","triangle","good","mismatch","n","m","686","0"
"v010009","male",26,"硕士",1,"test",10,2,"good","circular","bad","mismatch","n","n","954","1"
"v010009","male",26,"硕士",1,"test",11,2,"bad","circular","bad","match","m","m","685","1"
"v010009","male",26,"硕士",1,"test",12,2,"ordinary","square","ordinary","match","m","m","727","1"
"v010009","male",26,"硕士",1,"test",1,3,"good","triangle","good","match","m","m","726","1"
"v010009","male",26,"硕士",1,"test",2,3,"bad","circular","bad","match","m","m","762","1"
"v010009","male",26,"硕士",1,"test",3,3,"bad","circular","bad","match","m","n","950","0"
"v010009","male",26,"硕士",1,"test",4,3,"good","square","ordinary","mismatch","n","m","725","0"
"v010009","male",26,"硕士",1,"test",5,3,"ordinary","square","ordinary","match","m","m","829","1"
"v010009","male",26,"硕士",1,"test",6,3,"ordinary","circular","bad","mismatch","n","n","871","1"
"v010009","male",26,"硕士",1,"test",7,3,"ordinary","square","ordinary","match","m","m","746","1"
"v010009","male",26,"硕士",1,"test",8,3,"good","triangle","good","match","m","m","744","1"
"v010009","male",26,"硕士",1,"test",9,3,"ordinary","triangle","good","mismatch","n","n","763","1"
"v010009","male",26,"硕士",1,"test",10,3,"good","circular","bad","mismatch","n","n","884","1"
"v010009","male",26,"硕士",1,"test",11,3,"bad","triangle","good","mismatch","n","n","880","1"
"v010009","male",26,"硕士",1,"test",12,3,"bad","square","ordinary","mismatch","n","n","822","1"
"v010009","male",26,"硕士",1,"test",1,4,"good","square","ordinary","mismatch","n","n","778","1"
"v010009","male",26,"硕士",1,"test",2,4,"good","triangle","good","match","m","m","793","1"
"v010009","male",26,"硕士",1,"test",3,4,"good","circular","bad","mismatch","n","m","865","0"
"v010009","male",26,"硕士",1,"test",4,4,"bad","triangle","good","mismatch","n","n","841","1"
"v010009","male",26,"硕士",1,"test",5,4,"good","triangle","good","match","m","m","814","1"
"v010009","male",26,"硕士",1,"test",6,4,"ordinary","square","ordinary","match","m","n","784","0"
"v010009","male",26,"硕士",1,"test",7,4,"bad","square","ordinary","mismatch","n","m","774","0"
"v010009","male",26,"硕士",1,"test",8,4,"ordinary","circular","bad","mismatch","n","m","809","0"
"v010009","male",26,"硕士",1,"test",9,4,"bad","circular","bad","match","m","n","702","0"
"v010009","male",26,"硕士",1,"test",10,4,"ordinary","triangle","good","mismatch","n","m","725","0"
"v010009","male",26,"硕士",1,"test",11,4,"ordinary","square","ordinary","match","m","m","819","1"
"v010009","male",26,"硕士",1,"test",12,4,"bad","circular","bad","match","m","m","850","1"
"v010009","male",26,"硕士",1,"test",1,5,"bad","square","ordinary","mismatch","n","n","730","1"
"v010009","male",26,"硕士",1,"test",2,5,"good","circular","bad","mismatch","n","m","983","0"
"v010009","male",26,"硕士",1,"test",3,5,"bad","circular","bad","match","m","m","924","1"
"v010009","male",26,"硕士",1,"test",4,5,"bad","circular","bad","match","m","m","713","1"
"v010009","male",26,"硕士",1,"test",5,5,"ordinary","triangle","good","mismatch","n","m","697","0"
"v010009","male",26,"硕士",1,"test",6,5,"bad","triangle","good","mismatch","n","n","694","1"
"v010009","male",26,"硕士",1,"test",7,5,"ordinary","square","ordinary","match","m","n","885","0"
"v010009","male",26,"硕士",1,"test",8,5,"good","triangle","good","match","m","m","688","1"
"v010009","male",26,"硕士",1,"test",9,5,"good","square","ordinary","mismatch","n","n","864","1"
"v010009","male",26,"硕士",1,"test",10,5,"ordinary","circular","bad","mismatch","n","n","1070","1"
"v010009","male",26,"硕士",1,"test",11,5,"good","triangle","good","match","m","m","628","1"
"v010009","male",26,"硕士",1,"test",12,5,"ordinary","square","ordinary","match","m","m","727","1"
"v010009","male",26,"硕士",1,"test",1,6,"ordinary","square","ordinary","match","m","m","683","1"
"v010009","male",26,"硕士",1,"test",2,6,"good","square","ordinary","mismatch","n","n","721","1"
"v010009","male",26,"硕士",1,"test",3,6,"good","circular","bad","mismatch","n","m","741","0"
"v010009","male",26,"硕士",1,"test",4,6,"ordinary","circular","bad","mismatch","n","n","901","1"
"v010009","male",26,"硕士",1,"test",5,6,"good","triangle","good","match","m","m","642","1"
"v010009","male",26,"硕士",1,"test",6,6,"ordinary","triangle","good","mismatch","n","n","773","1"
"v010009","male",26,"硕士",1,"test",7,6,"bad","circular","bad","match","m","n","811","0"
"v010009","male",26,"硕士",1,"test",8,6,"ordinary","square","ordinary","match","m","m","760","1"
"v010009","male",26,"硕士",1,"test",9,6,"bad","circular","bad","match","m","m","621","1"
"v010009","male",26,"硕士",1,"test",10,6,"bad","square","ordinary","mismatch","n","n","687","1"
"v010009","male",26,"硕士",1,"test",11,6,"good","triangle","good","match","m","m","669","1"
"v010009","male",26,"硕士",1,"test",12,6,"bad","triangle","good","mismatch","n","n","660","1"
"v010009","male",26,"硕士",2,"test",1,7,"ordinary","square","ordinary","match","m","m","671","1"
"v010009","male",26,"硕士",2,"test",2,7,"bad","square","ordinary","mismatch","n","n","671","1"
"v010009","male",26,"硕士",2,"test",3,7,"good","triangle","good","match","m","m","665","1"
"v010009","male",26,"硕士",2,"test",4,7,"good","triangle","good","match","m","m","811","1"
"v010009","male",26,"硕士",2,"test",5,7,"bad","circular","bad","match","m","m","698","1"
"v010009","male",26,"硕士",2,"test",6,7,"bad","circular","bad","match","m","m","678","1"
"v010009","male",26,"硕士",2,"test",7,7,"ordinary","triangle","good","mismatch","n","m","540","0"
"v010009","male",26,"硕士",2,"test",8,7,"ordinary","square","ordinary","match","m","m","558","1"
"v010009","male",26,"硕士",2,"test",9,7,"good","circular","bad","mismatch","n","n","788","1"
"v010009","male",26,"硕士",2,"test",10,7,"ordinary","circular","bad","mismatch","n","m","764","0"
"v010009","male",26,"硕士",2,"test",11,7,"good","square","ordinary","mismatch","n","n","1183","1"
"v010009","male",26,"硕士",2,"test",12,7,"bad","triangle","good","mismatch","n","n","796","1"
"v010009","male",26,"硕士",2,"test",1,8,"ordinary","square","ordinary","match","m","m","728","1"
"v010009","male",26,"硕士",2,"test",2,8,"good","circular","bad","mismatch","n","n","867","1"
"v010009","male",26,"硕士",2,"test",3,8,"ordinary","circular","bad","mismatch","n","n","888","1"
"v010009","male",26,"硕士",2,"test",4,8,"bad","square","ordinary","mismatch","n","n","1169","1"
"v010009","male",26,"硕士",2,"test",5,8,"bad","circular","bad","match","m","m","730","1"
"v010009","male",26,"硕士",2,"test",6,8,"ordinary","square","ordinary","match","m","m","743","1"
"v010009","male",26,"硕士",2,"test",7,8,"ordinary","triangle","good","mismatch","n","m","641","0"
"v010009","male",26,"硕士",2,"test",8,8,"good","triangle","good","match","m","m","502","1"
"v010009","male",26,"硕士",2,"test",9,8,"good","triangle","good","match","m","m","496","1"
"v010009","male",26,"硕士",2,"test",10,8,"bad","circular","bad","match","m","m","614","1"
"v010009","male",26,"硕士",2,"test",11,8,"good","square","ordinary","mismatch","n","n","693","1"
"v010009","male",26,"硕士",2,"test",12,8,"bad","triangle","good","mismatch","n","n","703","1"
"v010009","male",26,"硕士",2,"test",1,9,"bad","circular","bad","match","m","n","695","0"
"v010009","male",26,"硕士",2,"test",2,9,"ordinary","square","ordinary","match","m","m","693","1"
"v010009","male",26,"硕士",2,"test",3,9,"good","triangle","good","match","m","m","476","1"
"v010009","male",26,"硕士",2,"test",4,9,"bad","square","ordinary","mismatch","n","n","576","1"
"v010009","male",26,"硕士",2,"test",5,9,"ordinary","square","ordinary","match","m","m","562","1"
"v010009","male",26,"硕士",2,"test",6,9,"good","square","ordinary","mismatch","n","m","541","0"
"v010009","male",26,"硕士",2,"test",7,9,"ordinary","circular","bad","mismatch","n","m","892","0"
"v010009","male",26,"硕士",2,"test",8,9,"ordinary","triangle","good","mismatch","n","m","709","0"
"v010009","male",26,"硕士",2,"test",9,9,"good","circular","bad","mismatch","n","m","645","0"
"v010009","male",26,"硕士",2,"test",10,9,"bad","circular","bad","match","m","m","999","1"
"v010009","male",26,"硕士",2,"test",11,9,"good","triangle","good","match","m","m","565","1"
"v010009","male",26,"硕士",2,"test",12,9,"bad","triangle","good","mismatch","n","n","838","1"
"v010009","male",26,"硕士",2,"test",1,10,"good","triangle","good","match","m","m","510","1"
"v010009","male",26,"硕士",2,"test",2,10,"ordinary","triangle","good","mismatch","n","m","398","0"
"v010009","male",26,"硕士",2,"test",3,10,"bad","triangle","good","mismatch","n","n","634","1"
"v010009","male",26,"硕士",2,"test",4,10,"bad","circular","bad","match","m","m","650","1"
"v010009","male",26,"硕士",2,"test",5,10,"good","circular","bad","mismatch","n","n","648","1"
"v010009","male",26,"硕士",2,"test",6,10,"ordinary","circular","bad","mismatch","n","n","902","1"
"v010009","male",26,"硕士",2,"test",7,10,"good","triangle","good","match","m","m","684","1"
"v010009","male",26,"硕士",2,"test",8,10,"good","square","ordinary","mismatch","n","n","720","1"
"v010009","male",26,"硕士",2,"test",9,10,"ordinary","square","ordinary","match","m","m","728","1"
"v010009","male",26,"硕士",2,"test",10,10,"bad","square","ordinary","mismatch","n","n","701","1"
"v010009","male",26,"硕士",2,"test",11,10,"ordinary","square","ordinary","match","m","m","734","1"
"v010009","male",26,"硕士",2,"test",12,10,"bad","circular","bad","match","m","m","639","1"
"v010009","male",26,"硕士",2,"test",1,11,"good","circular","bad","mismatch","n","n","834","1"
"v010009","male",26,"硕士",2,"test",2,11,"bad","triangle","good","mismatch","n","m","650","0"
"v010009","male",26,"硕士",2,"test",3,11,"good","square","ordinary","mismatch","n","n","708","1"
"v010009","male",26,"硕士",2,"test",4,11,"good","triangle","good","match","m","m","685","1"
"v010009","male",26,"硕士",2,"test",5,11,"ordinary","circular","bad","mismatch","n","n","540","1"
"v010009","male",26,"硕士",2,"test",6,11,"bad","circular","bad","match","m","n","552","0"
"v010009","male",26,"硕士",2,"test",7,11,"good","triangle","good","match","m","n","661","0"
"v010009","male",26,"硕士",2,"test",8,11,"ordinary","square","ordinary","match","m","n","685","0"
"v010009","male",26,"硕士",2,"test",9,11,"bad","circular","bad","match","m","n","699","0"
"v010009","male",26,"硕士",2,"test",10,11,"ordinary","square","ordinary","match","m","m","903","1"
"v010009","male",26,"硕士",2,"test",11,11,"bad","square","ordinary","mismatch","n","n","846","1"
"v010009","male",26,"硕士",2,"test",12,11,"ordinary","triangle","good","mismatch","n","n","854","1"
"v010009","male",26,"硕士",2,"test",1,12,"ordinary","circular","bad","mismatch","n","n","741","1"
"v010009","male",26,"硕士",2,"test",2,12,"ordinary","square","ordinary","match","m","m","661","1"
"v010009","male",26,"硕士",2,"test",3,12,"ordinary","triangle","good","mismatch","n","n","622","1"
"v010009","male",26,"硕士",2,"test",4,12,"good","triangle","good","match","m","m","728","1"
"v010009","male",26,"硕士",2,"test",5,12,"good","triangle","good","match","m","n","837","0"
"v010009","male",26,"硕士",2,"test",6,12,"bad","circular","bad","match","m","n","589","0"
"v010009","male",26,"硕士",2,"test",7,12,"bad","triangle","good","mismatch","n","m","731","0"
"v010009","male",26,"硕士",2,"test",8,12,"bad","circular","bad","match","m","m","807","1"
"v010009","male",26,"硕士",2,"test",9,12,"good","square","ordinary","mismatch","n","n","791","1"
"v010009","male",26,"硕士",2,"test",10,12,"ordinary","square","ordinary","match","m","m","1074","1"
"v010009","male",26,"硕士",2,"test",11,12,"bad","square","ordinary","mismatch","n","n","856","1"
"v010009","male",26,"硕士",2,"test",12,12,"good","circular","bad","mismatch","n","n","860","1"
"v010009","male",26,"硕士",3,"test",1,13,"bad","triangle","good","mismatch","n","m","770","0"
"v010009","male",26,"硕士",3,"test",2,13,"ordinary","square","ordinary","match","m","m","637","1"
"v010009","male",26,"硕士",3,"test",3,13,"good","triangle","good","match","m","m","540","1"
"v010009","male",26,"硕士",3,"test",4,13,"ordinary","triangle","good","mismatch","n","n","660","1"
"v010009","male",26,"硕士",3,"test",5,13,"ordinary","circular","bad","mismatch","n","n","692","1"
"v010009","male",26,"硕士",3,"test",6,13,"good","square","ordinary","mismatch","n","n","673","1"
"v010009","male",26,"硕士",3,"test",7,13,"good","circular","bad","mismatch","n","n","780","1"
"v010009","male",26,"硕士",3,"test",8,13,"good","triangle","good","match","m","m","651","1"
"v010009","male",26,"硕士",3,"test",9,13,"bad","circular","bad","match","m","n","560","0"
"v010009","male",26,"硕士",3,"test",10,13,"ordinary","square","ordinary","match","m","m","687","1"
"v010009","male",26,"硕士",3,"test",11,13,"bad","square","ordinary","mismatch","n","n","683","1"
"v010009","male",26,"硕士",3,"test",12,13,"bad","circular","bad","match","m","m","805","1"
"v010009","male",26,"硕士",3,"test",1,14,"ordinary","triangle","good","mismatch","n","m","673","0"
"v010009","male",26,"硕士",3,"test",2,14,"good","circular","bad","mismatch","n","n","807","1"
"v010009","male",26,"硕士",3,"test",3,14,"ordinary","square","ordinary","match","m","m","742","1"
"v010009","male",26,"硕士",3,"test",4,14,"good","triangle","good","match","m","m","660","1"
"v010009","male",26,"硕士",3,"test",5,14,"good","triangle","good","match","m","m","489","1"
"v010009","male",26,"硕士",3,"test",6,14,"bad","square","ordinary","mismatch","n","n","630","1"
"v010009","male",26,"硕士",3,"test",7,14,"bad","circular","bad","match","m","m","594","1"
"v010009","male",26,"硕士",3,"test",8,14,"bad","triangle","good","mismatch","n","n","659","1"
"v010009","male",26,"硕士",3,"test",9,14,"good","square","ordinary","mismatch","n","n","869","1"
"v010009","male",26,"硕士",3,"test",10,14,"bad","circular","bad","match","m","m","615","1"
"v010009","male",26,"硕士",3,"test",11,14,"ordinary","square","ordinary","match","m","n","780","0"
"v010009","male",26,"硕士",3,"test",12,14,"ordinary","circular","bad","mismatch","n","n","671","1"
"v010009","male",26,"硕士",3,"test",1,15,"ordinary","circular","bad","mismatch","n","n","762","1"
"v010009","male",26,"硕士",3,"test",2,15,"good","circular","bad","mismatch","n","n","814","1"
"v010009","male",26,"硕士",3,"test",3,15,"ordinary","square","ordinary","match","m","m","818","1"
"v010009","male",26,"硕士",3,"test",4,15,"bad","circular","bad","match","m","n","643","0"
"v010009","male",26,"硕士",3,"test",5,15,"bad","circular","bad","match","m","m","588","1"
"v010009","male",26,"硕士",3,"test",6,15,"good","triangle","good","match","m","m","593","1"
"v010009","male",26,"硕士",3,"test",7,15,"good","triangle","good","match","m","m","471","1"
"v010009","male",26,"硕士",3,"test",8,15,"bad","square","ordinary","mismatch","n","n","435","1"
"v010009","male",26,"硕士",3,"test",9,15,"ordinary","triangle","good","mismatch","n","m","507","0"
