"subj_idx","sex","age","edu","block_id","block_type","trial_id","trial_type_num","label_en","shape_en","valence","match","correctRp","response","rt","acc"
"v010001","male",27,"硕士",4,"test",6,20,"good","square","good","match","n","n","746.9000000000233","1"
"v010001","male",27,"硕士",4,"test",7,20,"ordinary","triangle","ordinary","match","n","n","699.3999999994412","1"
"v010001","male",27,"硕士",4,"test",8,20,"ordinary","square","good","mismatch","m","m","967.3000000002794","1"
"v010001","male",27,"硕士",4,"test",9,20,"ordinary","circular","bad","mismatch","m","m","854.7999999991152","1"
"v010001","male",27,"硕士",4,"test",10,20,"good","circular","bad","mismatch","m","n","747.3000000008615","0"
"v010001","male",27,"硕士",4,"test",11,20,"good","triangle","ordinary","mismatch","m","m","781.3999999999069","1"
"v010001","male",27,"硕士",4,"test",12,20,"bad","square","good","mismatch","m","m","780.7999999986496","1"
"v010001","male",27,"硕士",4,"test",1,21,"ordinary","circular","bad","mismatch","m","NA","null","0"
"v010001","male",27,"硕士",4,"test",2,21,"ordinary","square","good","mismatch","m","m","921.5000000003492","1"
"v010001","male",27,"硕士",4,"test",3,21,"bad","circular","bad","match","n","m","736.8000000006286","0"
"v010001","male",27,"硕士",4,"test",4,21,"bad","triangle","ordinary","mismatch","m","n","971.900000000489","0"
"v010001","male",27,"硕士",4,"test",5,21,"good","square","good","match","n","n","1031.5000000009313","1"
"v010001","male",27,"硕士",4,"test",6,21,"bad","square","good","mismatch","m","m","728.9000000000233","1"
"v010001","male",27,"硕士",4,"test",7,21,"good","circular","bad","mismatch","m","NA","null","0"
"v010001","male",27,"硕士",4,"test",8,21,"good","square","good","match","n","n","740.9000000006054","1"
"v010001","male",27,"硕士",4,"test",9,21,"ordinary","triangle","ordinary","match","n","n","892.9000000007218","1"
"v010001","male",27,"硕士",4,"test",10,21,"good","triangle","ordinary","mismatch","m","m","777.7999999998137","1"
"v010001","male",27,"硕士",4,"test",11,21,"ordinary","triangle","ordinary","match","n","n","872.7999999991152","1"
"v010001","male",27,"硕士",4,"test",12,21,"bad","circular","bad","match","n","n","852.4999999990687","1"
"v010001","male",27,"硕士",4,"test",1,22,"ordinary","triangle","ordinary","match","n","n","819.7999999992317","1"
"v010001","male",27,"硕士",4,"test",2,22,"ordinary","square","good","mismatch","m","m","926.1000000005588","1"
"v010001","male",27,"硕士",4,"test",3,22,"bad","circular","bad","match","n","m","892.9000000007218","0"
"v010001","male",27,"硕士",4,"test",4,22,"good","circular","bad","mismatch","m","m","831.1999999987893","1"
"v010001","male",27,"硕士",4,"test",5,22,"ordinary","circular","bad","mismatch","m","m","740.6000000010245","1"
"v010001","male",27,"硕士",4,"test",6,22,"bad","triangle","ordinary","mismatch","m","n","870.8000000005122","0"
"v010001","male",27,"硕士",4,"test",7,22,"good","triangle","ordinary","mismatch","m","m","782.5999999986961","1"
"v010001","male",27,"硕士",4,"test",8,22,"good","square","good","match","n","n","697.7000000006519","1"
"v010001","male",27,"硕士",4,"test",9,22,"ordinary","triangle","ordinary","match","n","m","887.2000000011176","0"
"v010001","male",27,"硕士",4,"test",10,22,"bad","square","good","mismatch","m","m","1168.3000000012107","1"
"v010001","male",27,"硕士",4,"test",11,22,"bad","circular","bad","match","n","n","817.8999999999069","1"
"v010001","male",27,"硕士",4,"test",12,22,"good","square","good","match","n","m","1009.5","0"
"v010001","male",27,"硕士",4,"test",1,23,"ordinary","triangle","ordinary","match","n","n","900.4000000006054","1"
"v010001","male",27,"硕士",4,"test",2,23,"good","square","good","match","n","n","603.6999999994878","1"
"v010001","male",27,"硕士",4,"test",3,23,"good","triangle","ordinary","mismatch","m","m","710.6999999997206","1"
"v010001","male",27,"硕士",4,"test",4,23,"bad","circular","bad","match","n","n","604.7999999991152","1"
"v010001","male",27,"硕士",4,"test",5,23,"good","square","good","match","n","n","669.1999999985565","1"
"v010001","male",27,"硕士",4,"test",6,23,"bad","circular","bad","match","n","n","797.1999999990221","1"
